swlat,swlon,nelat,nelon,name,woeid,offset
19.2695274353,166.593338013,19.3201675415,166.654525757,Pacific/Wake,28350970,
51.2162322998,-179.14125061,57.2473831177,179.778488159,America/Adak,28350731,
18.913684845,-173.969055176,26.0745410919,-154.809936523,Pacific/Honolulu,28350949,
36.6061019897,-85.0640106201,36.9978218079,-84.575843811,America/Kentucky/Monticello,56043646,
37.9586105347,-86.3313598633,38.6071166992,-85.414855957,America/Kentucky/Louisville,56043647,
19.8940849304,-86.4893341064,47.4586486816,-66.9548110962,America/New_York,56043648,
38.2062644958,-87.7538909912,38.9103546143,-86.6798858643,America/Indiana/Vincennes,56043649,
41.1711196899,-86.9308700562,41.4338798523,-86.4663467407,America/Indiana/Knox,56043650,
40.9093322754,-86.9309539795,41.1727828979,-86.4665298462,America/Indiana/Winamac,56043651,
38.104888916,-86.6814346313,38.4224967957,-86.2457580566,America/Indiana/Marengo,56043652,
38.687789917,-85.2034072876,38.9295959473,-84.7876739502,America/Indiana/Vevay,56043653,
37.8401641846,-86.8206100464,38.2644462585,-86.4309844971,America/Indiana/Tell_City,56043654,
38.2319488525,-87.4642028809,38.552520752,-87.0722579956,America/Indiana/Petersburg,56043655,
38.3971138,-87.6551818848,41.7623214722,-84.8022613525,America/Indiana/Indianapolis,56043656,
45.0994033813,-90.4146385703,46.7676053099,-87.2676315308,America/Menominee,56043657,
41.6958007812,-89.8760474765,48.2345199585,-82.4078216553,America/Detroit,56043658,
46.9818153381,-101.763671875,47.2952842712,-100.879516602,America/North_Dakota/Center,56043659,
46.2756118774,-102.096992493,46.9825744629,-100.543212891,America/North_Dakota/New_Salem,56043660,
25.8355484009,-104.983027455,49.3886108398,-84.6595306396,America/Chicago,56043661,
41.9898376465,-118.236198425,46.0382118225,-111.043617249,America/Boise,56043662,
32.5346221924,-124.733253479,49.0028915405,-114.039344788,America/Los_Angeles,56043663,
33.475,-111.862,37.461,-108.252,America/Shiprock,56043664,
30.6282547343,-116.050735474,49.0007705688,-100.260871887,America/Denver,56043665,
31.3288078308,-114.814613342,37.0042610168,-109.04574585,America/Phoenix,56043666,
57.0147399902,-137.936211558,59.8000183105,-132.364608765,America/Juneau,56043667,
58.8052062159,-141.0,60.3519897461,-137.492721558,America/Yakutat,56043668,
54.7515106201,-162.0,71.3906555176,-140.992218018,America/Anchorage,56043669,
53.8522872925,-173.110031128,70.2981440317,-162.0,America/Nome,56043670,
-35.0479431152,-58.4427223206,-30.0822238922,-53.0739326477,America/Montevideo,28350777,
39.488494873,66.6080322266,42.2881660461,73.1322784424,Asia/Tashkent,56043642,
37.1843338013,55.9966392517,45.5996780396,68.4026412964,Asia/Samarkand,56043643,
12.5301704407,-61.4592552185,13.3778343201,-61.1138801575,America/St_Vincent,28350798,
0.626311123371,-73.3540725708,12.2019033432,-59.8037796021,America/Caracas,28350743,
18.3127365112,-64.8318099976,18.7572212219,-64.2687683105,America/Tortola,28350803,
17.6817245483,-65.0862808228,18.4118747711,-64.5651779175,America/St_Thomas,28350797,
8.40824985504,102.148223877,23.3888339996,109.464637756,Asia/Ho_Chi_Minh,28350852,
-20.2489452362,166.524978638,-13.0734443665,170.234771729,Pacific/Efate,28350940,
-14.3877906799,-178.206787109,-13.2142505646,-176.12878418,Pacific/Wallis,28350971,
-14.063533783,-172.798599243,-13.4322071075,-171.409317017,Pacific/Apia,28350936,
12.1110830307,41.8160552979,19.0023288727,54.5305290222,Asia/Aden,28350806,
-13.0001316071,45.0146179199,-12.6338367462,45.2929496765,Indian/Mayotte,28350934,
-46.978931427,16.4580211639,-22.1266117096,38.0004653931,Africa/Johannesburg,28350704,
-18.0794734955,21.999370575,-8.224360466,33.7057037354,Africa/Lusaka,28350714,
-22.4177379608,25.2370281219,-15.6088352203,33.0563049316,Africa/Harare,28350703,
15.8309726715,-62.9918899536,18.1306972504,-61.0,America/Guadeloupe,28350760,
12.9824113846,-89.3507919312,17.4236278534,-83.1554031372,America/Tegucigalpa,28350799,
41.8523483276,18.8509521484,46.1894454956,23.0052719116,Europe/Belgrade,28350889,
59.7675819397,20.5569438934,70.0960540771,31.5809440613,Europe/Helsinki,28350898,
57.966583252,4.65016651154,71.1881103516,31.1381950378,Europe/Oslo,28350910,
48.5429153442,12.0961942673,51.0588874817,18.8601112366,Europe/Prague,28350912,
35.4921951294,6.61488866806,47.0951957703,18.5134449005,Europe/Rome,28350914,
-25.0775222778,-130.746047974,-23.9172706604,-124.772850037,Pacific/Pitcairn,28350961,
